,Type,Country,Area,Location,Activity,Sex,Age,Fatal,Time,NewDate,NewMonth,NewYear,NewDay,NewAge,NewFatal,NewSpecies
4651,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Standing,M,23,Y,10h00,1944-03-26,Mar,1944,26,23.0,Y,
4652,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,M,16,N,17h30,1944-03-14,Mar,1944,14,16.0,N,
4653,Unprovoked,SOUTH AFRICA,Western Cape Province,False Bay,Treading water,M,,N,>14h30,1944-02-27,Feb,1944,27,,N,
4655,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Body surfing,M,22,Y,13h15,1944-01-20,Jan,1944,20,22.0,Y,
4656,Boating,AUSTRALIA,Western Australia,"Cottesloe, Perth",Fishing,M,,N,,1944-01-16,Jan,1944,16,,N,
4657,Unprovoked,AUSTRALIA,New South Wales,"First Beach, Forster",Surfing,M,14,N,17h00,1944-01-14,Jan,1944,14,14.0,N,
4658,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,M,26,Y,17h50,1944-01-04,Jan,1944,04,26.0,Y,
4662,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amazimtoti ",Treading water,M,17,Y,11h30,1943-12-12,Dec,1943,12,17.0,Y,
4667,Unprovoked,PANAMA,Gulf of Panama,"North shore of Rey Island, Las Perlas archipelago",Dived overboard to check propeller of US Navy motor torpedo boat,M,20,Y,14h35,1943-09-23,Sep,1943,23,20.0,Y,White
4671,Invalid,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,M,68,,Between 11h00 & 12h00,1943-07-01,Jul,1943,01,68.0,unknown,
4672,Boating,AUSTRALIA,Tasmania,Triabunna,Fishing for cod,M,18,N,,1943-06-16,Jun,1943,16,18.0,N,White
4676,Sea Disaster,AUSTRALIA,Queensland,Off Brisbane,Hospital Ship Centaur torpedoed & sunk by the Japanese submarine I-177,M,F,Y,After 04h00,1943-05-14,May,1943,14,,Y,
4679,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,M,31,Y,16h10,1943-03-21,Mar,1943,21,31.0,Y,
4687,Unprovoked,USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,M,,N,,,,,,,N,Small
4688,Unprovoked,USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,M,,N,,,,,,,N,Small
4690,Unprovoked,AUSTRALIA,New South Wales,"Bantry Bay, near Ironstone Point, Middle Harbor, Sydney",Dog paddling or standing,F,15,Y,10h50,1942-12-26,Dec,1942,26,15.0,Y,Bull
4691,Sea Disaster,SOUTH AFRICA,KwaZulu-Natal,50 km off St. Lucia,U-177 torpedoed & sank the troopship Nova Scotia,M,,Y,09h30,1942-11-28,Nov,1942,28,,Y,Whitetip
4692,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,Swimming,M,38,N,,1942-11-25,Nov,1942,25,38.0,N,
4698,Unprovoked,SOUTH AFRICA,Western Cape Province,Clifton,Swimming ,M,18,Y,12h30,1942-11-01,Nov,1942,01,18.0,Y,White
4701,Sea Disaster,SOLOMON ISLANDS,Makora-Ulawa Province,Cape Esperance (near Savo Islands),"His ship, the US destroyer Duncan DD 485, had been  sunk by crossfire from Japanese warships. He was wearing a kapok lifejacket & using 2 aluminum powder tins for floatation  ",M,25,N,,1942-10-12,Oct,1942,12,25.0,N,
4704,Unprovoked,AUSTRALIA,Queensland,"Trinity Beach, 17 km northwast of Cairns",Treading water,M,24,N,16h30,1942-09-12,Sep,1942,12,24.0,N,Tiger
4708,Provoked,ITALY,Liguria,Savona,Sculling,M,20,N,,1942-07-06,Jul,1942,06,20.0,N,Porbeagle
4715,Sea Disaster,CUBA,Guantanamo Province,30 nm southeast of Guantanamo Bay,Esso Bolivar was torpedoed & shelled by the German submarine U-126,M,,Y,Ship aban-doned at 03h10,1942-03-08,Mar,1942,08,,Y,
4718,Unprovoked,AUSTRALIA,New South Wales,"Egg Rock, Middle Harbor, Sydney",Swimming,F,28,Y,15h00,1942-01-04,Jan,1942,04,28.0,Y,Bull
4719,Provoked,AUSTRALIA,New South Wales,"Fairy Bower, near North Steyne",Surf-skiing,M,,N,,1942-01-01,Jan,1942,01,,N,
4725,Unprovoked,BAHAMAS,Cay Sal Bank,Anchored off the largest island in the group,Swimming along side N.E.L. vessel Saluda,M,48,N,Late afternoon,1942-01-01,Jan,1942,01,48.0,N,
4732,Unprovoked,AUSTRALIA,Western Australia,Carnarvon,Swimming,M,10,N,Night,1941-12-03,Dec,1941,03,10.0,N,
4733,Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,,HMAS Parramatta torpedoed & sunk by the U-559,M,23,N,,1941-11-27,Nov,1941,27,23.0,N,Tiger
4740,Unprovoked,USA,South Carolina,Sullivan's Island at entrance to Charleston Harbor,Swimming at edge of channel,M,20,N,,1941-08-01,Agu,1941,01,20.0,N,
4741,Boating,USA,New Jersey,"Brielle, Monmouth County (Offshore)",Fishing for tuna,unknown,,N,12h00,1941-07-22,Jul,1941,22,,N,Mako
4742,Provoked,USA,Hawaii,"Nankuli, O'ahu",Fishing,M,,N,,1941-07-01,Jul,1941,01,,N,
4743,Provoked,USA,New York,15 miles south of Jones Inlet,Fishing from 32' boat,M,43,N,14h00,1941-06-15,Jun,1941,15,43.0,N,
4744,Sea Disaster,PACIFIC OCEAN,Off coast of Ecuador,Between Esmeraldas & Salinas,"Ditched aircraft, 3 men in the water. Swam for 31 hours",M,,Y,17h30,1941-06-01,Jun,1941,01,,Y,
4746,Provoked,USA,California,"Santa Monica, Los Angeles County",Fishing,M,53,N,Night,1941-03-09,Mar,1941,09,53.0,N,Mako
4747,Provoked,AUSTRALIA,New South Wales,Wollongong,Fishing,M,34,N,,1941-02-13,Feb,1941,13,34.0,N,
4748,Provoked,JAMAICA,Trelawney Province,Bogue (near Falmouth),Seine netting,M,,N,07h30,1941-02-01,Feb,1941,01,,N,
4749,Unprovoked,SOUTH ATLANTIC OCEAN,In Convoy OB 274,Off Sierra Leone,Rescuing seaman after ship sunk by German raider,M,19,N,19h55,1941-01-29,Jan,1941,29,19.0,N,
4752,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Standing,M,,Y,Early morning,1941-01-01,Jan,1941,01,,Y,
4755,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Slipped off rocks and fell into the water,M,6,Y,,1941-01-01,Jan,1941,01,6.0,Y,
4758,Unprovoked,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Standing on sandbank,M,23,Y,09h00,1940-12-28,Dec,1940,28,23.0,Y,
4759,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, South Coast",Swimming,M,17,Y,10h00,1940-12-20,Dec,1940,20,17.0,Y,
4762,Unprovoked,PANAMA,Panama Bay (Pacific Ocean),Otoque Island,Bathing,M,18,Y,,1940-09-01,Sep,1940,01,18.0,Y,
4765,Unprovoked,USA,North Carolina,"Holden Beach, Brunswick County",Fishing,M,,N,,1940-06-30,Jun,1940,30,,N,
4766,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Danger Pool, Winkelspruit, South Coast",Treading water,M,25,Y,11h00,1940-03-31,Mar,1940,31,25.0,Y,White
4767,Unprovoked,AUSTRALIA,New South Wales,Gerringong,Free diving for lobster,M,,N,,1940-03-20,Mar,1940,20,,N,Wobbegong
4768,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, South Coast",Swimming,M,17,Y,16h30,1940-02-22,Feb,1940,22,17.0,Y,White
4770,Unprovoked,AUSTRALIA,New South Wales,"North Brighton, Botany Bay",Wading,M,55,Y,14h00,1940-02-04,Feb,1940,04,55.0,Y,
4771,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Dived into the water,M,17,N,,1940-01-29,Jan,1940,29,17.0,N,Small
4772,Unprovoked,AUSTRALIA,New South Wales,"North Brighton, Botany Bay",Swimming,M,13,Y,10h40,1940-01-23,Jan,1940,23,13.0,Y,
4773,Unprovoked,AUSTRALIA,Queensland,"Surfers Paradise, near Southport",Swimming,M,22,N,Afternoon,1940-01-15,Jan,1940,15,22.0,N,
4774,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Warner Beach, South Coast",Swimming ,M,18,Y,16h00,1940-01-07,Jan,1940,07,18.0,Y,
4782,Invalid,AUSTRALIA,New South Wales,"Cabramatta Creek, Georges River ",Swimming,M,40,,,1939-12-28,Dec,1939,28,40.0,unknown,
4783,Unprovoked,AUSTRALIA,Queensland,"Rubbish Dump Creek, Mackay",Swimming ,M,20,Y,12h15,1939-12-14,Dec,1939,14,20.0,Y,
4789,Unprovoked,AUSTRALIA,Queensland,Near Restoration Rock off Portland Roads ,"Free diving for trochus shell, swimming to dinghy",M,27,N,,,,,,27.0,N,Tiger
4790,Unprovoked,USA,Hawaii,"Kane'ohe Bay, Mokapu, O'ahu",Spearfishing & had just speared a ulua,M,,N,,1939-10-04,Oct,1939,04,,N,
4791,Unprovoked,AUSTRALIA,Torres Strait ,Near Mabuiag Island,Pearl diving,M,,N,,,,,,,N,Tiger
4792,Provoked,USA,California,"Off San Pedro, Los Angeles County",Fishing,M,33,N,,1939-08-01,Agu,1939,01,33.0,N,
4794,Provoked,BAHAMAS,Andros Islands,Blue Hole,"Dress diving, filming shark & pulling it through the water for a motion picture scene",M,38,N,12h00,1939-07-16,Jul,1939,16,38.0,N,Nurse
4795,Provoked,USA,Texas,"West Bay, 19 miles from Galveston",Seine netting,M,,N,Morning,1939-07-14,Jul,1939,14,,N,
4797,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Bulolol,Dived for a coin,M,9,Y,,1939-04-12,Apr,1939,12,9.0,Y,
4798,Unprovoked,PAPUA NEW GUINEA,Central Province,Port Moresby,Dived for a coin,M,,Y,,1939-03-24,Mar,1939,24,,Y,Large
4800,Provoked,NEW ZEALAND,North Island,Matakana River Mouth,Fishing,M,,N,,1939-02-26,Feb,1939,26,,N,
4801,Unprovoked,AUSTRALIA,New South Wales,Clarence River,Scooping prawns,M,Both 11,N,,1939-01-12,Jan,1939,12,,N,
4807,Unprovoked,AUSTRALIA,New South Wales,"North Beach, Belligen River",Swimming,M,19,Y,,1938-12-27,Dec,1938,27,19.0,Y,
4808,Provoked,AUSTRALIA,Queensland,Between Wynnum & St. Helena Island,Fishing,M,18,N,Afternoon,1938-10-05,Oct,1938,05,18.0,N,Tiger
4813,Provoked,USA,California,"Dana Point, Orange County","Fishing, removing gaff from shark's mouth",M,27,N,,1938-07-17,Jul,1938,17,27.0,N,
4814,Unprovoked,AUSTRALIA,Torres Strait,Off Bathurst Island,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",M,25,Y,,1938-07-12,Jul,1938,12,25.0,Y,
4816,Unprovoked,AUSTRALIA,New South Wales,Manly,Hardhat diving,M,,N,,1938-06-08,Jun,1938,08,,N,
4818,Unprovoked,IRAQ,Basrah City,"Ashar Canal, where people wash clothes & kitchen pans","Swimming, naked",M,9 or 10,N,Afternoon,1938-05-15,May,1938,15,,N,Bull
4822,Provoked,AUSTRALIA,New South Wales,Tweed Heads,Fishing,M,,N,,1938-01-21,Jan,1938,21,,N,Tiger
4823,Provoked,SOUTH AFRICA,KwaZulu-Natal,"Vetchs Pier, Durban","Watching seine netters with friends, one of whom picked up a netted shark",M,13,N,,1938-01-18,Jan,1938,18,13.0,N,
4824,Invalid,AUSTRALIA,New South Wales,"Lady Martins Beach, Sydney Harbor",Diving off jetty,M,24,,Afternoon,1938-01-14,Jan,1938,14,24.0,unknown,
4827,Unprovoked,TRINIDAD & TOBAGO,Trinidad,"Manzanilla Bay, St. Andrew County",Body surfing,M,50,N,,1938-01-01,Jan,1938,01,50.0,N,Colored
4832,Unprovoked,AUSTRALIA,Torres Strait ,Ota Reef,Diving for trochus,M,17,Y,,1937-11-11,Nov,1937,11,17.0,Y,
4834,Unprovoked,AUSTRALIA,Queensland ,"Kirra Beach, Coolangatta",Swimming ,M,25,Y,17h30,1937-10-27,Oct,1937,27,25.0,Y,Tiger
4835,Unprovoked,AUSTRALIA,Queensland,"Kirra Beach, Coolangatta",Swimming ,M,18,Y,17h30,1937-10-27,Oct,1937,27,18.0,Y,Tiger
4836,Unprovoked,AUSTRALIA,New South Wales,Byron Bay ,Swimming near jetty,M,16,N,,1937-10-24,Oct,1937,24,16.0,N,
4837,Unprovoked,AUSTRALIA,New South Wales,Byron Bay ,Surf skiing,M,,N,,1937-10-24,Oct,1937,24,,N,
4841,Unprovoked,SCOTLAND,Argyll,"Carradale Bay, Kintyre Peninsula",Rowing,M,,N,,1937-09-01,Sep,1937,01,,N,Basking
4842,Unprovoked,AUSTRALIA,Torres Strait,"Mabuiag Island, between New Guinea & Australia","Diving from the lugger San, operated by the Protector of the Aborigines",M,38,N,11h00,1937-08-31,Agu,1937,31,38.0,N,Tiger
4844,Unprovoked,PANAMA,Colon Province,Limon Bay,Swimming,M,21,Y,,1937-08-02,Agu,1937,02,21.0,Y,
4848,Provoked,AUSTRALIA,New South Wales,"Wallamba River, near entrance to Wallis Lake","Fishing from launch, fell into net with shark",M,,N,,1937-06-15,Jun,1937,15,,N,Whaler
4849,Unprovoked,USA,Texas,Galveston,Swimming,M,14,Y,Night,1937-06-15,Jun,1937,15,14.0,Y,
4850,Provoked,USA,Texas,Galveston,Fishing,M,,N,,1937-05-30,May,1937,30,,N,
4851,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville","Refused permission to cross on the ferry, he was swimming across the river",M,33,Y,Night,1937-05-15,May,1937,15,33.0,Y,
4852,Invalid,AUSTRALIA,New South Wales,South Cronulla,Bathing,M,16,,,1937-03-26,Mar,1937,26,16.0,unknown,
4853,Invalid,AUSTRALIA,Victoria,Port Melbourne,Swimming,M,43,,,1937-03-09,Mar,1937,09,43.0,unknown,
4854,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",Swimming,M,32,Y,15h20,1937-02-13,Feb,1937,13,32.0,Y,White
4857,Provoked,AUSTRALIA,Queensland,Moreton Island,Fishing,M,20,N,,1937-02-03,Feb,1937,03,20.0,N,
4858,Invalid,AUSTRALIA,South Australia,Port Germein,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,M,,,Night,1937-01-01,Jan,1937,01,,unknown,
4859,Provoked,AUSTRALIA,New South Wales,"Lake Conjola, near Milton",Holding shark's tail ,M,18,N,,1937-01-27,Jan,1937,27,18.0,N,Nurse
4861,Unprovoked,USA,Hawaii,"Honokohau, Maui","Diving, attempting to retrieve body of drowning victim wedged between rocks",M,,N,,1936-12-30,Dec,1936,30,,N,
4864,Unprovoked,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",Swimming,M,15,Y,11h30,1936-12-12,Dec,1936,12,15.0,Y,
4865,Boating,AUSTRALIA,Victoria,Mordialloc,Fishing,M,50,Y,,1936-12-01,Dec,1936,01,50.0,Y,White
4866,Provoked,AUSTRALIA,Torres Strait,Near Thursday Island,Spearfishing ,M,,N,,1936-11-27,Nov,1936,27,,N,
4869,Unprovoked,AUSTRALIA,Torres Strait,Near Mabuiag Island,"Trochus diving, but floating on surface",M,,N,,1936-08-24,Agu,1936,24,,N,Tiger
4873,Boating,USA,North Carolina,"Pamlico Sound off Frisco, Dare County",Fishing,M,13,N,,1936-08-01,Agu,1936,01,13.0,N,
4874,Unprovoked,USA,Massachusetts,"Hollywood Beach, just above Mattapoisett Harbor, Buzzards Bay",Swimming crawl stroke,M,16,Y,15h30,1936-07-25,Jul,1936,25,16.0,Y,White
4875,Boating,USA,New Jersey,"Long Branch, Monmouth County (offshore)",Fishing for bluefish,unknown,,N,15h00,1936-07-12,Jul,1936,12,,N,Blue
4878,Unprovoked,AUSTRALIA,Torres Strait,Nepean Island,"Diving for trochus , but swimming on surface",M,16,Y,,1936-06-26,Jun,1936,26,16.0,Y,Tiger
4880,Unprovoked,AUSTRALIA,Queensland,Arlington Reef near Cairns,Diving for trochus,M,16,N,10h00,1936-04-22,Apr,1936,22,16.0,N,Tiger
4882,Provoked,USA,Florida,"Miami, Miami-Date County",Fishing,M,,N,,1936-03-30,Mar,1936,30,,N,
4886,Provoked,AUSTRALIA,New South Wales,"Angourie, near Yamba",Touching the mouth of a supposedly dead shark,F,young,N,,1936-02-23,Feb,1936,23,,N,
4887,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Sculling,M,,N,,,,,,,N,
4888,Unprovoked,AUSTRALIA,New South Wales,"South Steyne, Manly",Swimming,M,14,Y,15h00,1936-02-04,Feb,1936,04,14.0,Y,White
4889,Unprovoked,AUSTRALIA,South Australia,"West Beach, near Adelaide","Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",M,13,Y,18h00,1936-01-22,Jan,1936,22,13.0,Y,White
4890,Invalid,AUSTRALIA,Queensland,"Main Beach, Southport",Surfing,M,17,,,1936-01-05,Jan,1936,05,17.0,unknown,
4891,Provoked,AUSTRALIA,New South Wales,North Bondi,Paddleskiing,M,,N,,1936-01-01,Jan,1936,01,,N,
4894,Unprovoked,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,Diving?,M,20,N,,1935-11-13,Nov,1935,13,20.0,N,
4895,Unprovoked,USA,North Carolina,"Browns Inlet on New River, Onslow Beach",Swimming,M,38,Y,20h30,1935-09-21,Sep,1935,21,38.0,Y,
4897,Unprovoked,AUSTRALIA,Queensland,"At Flat Top, near Mackay","Fell overboard, hanging onto lifebuoy",M,38,Y,Night,1935-08-26,Agu,1935,26,38.0,Y,
4900,Invalid,USA,California,Santa Barbara Channel,fishing boat exploded & sank,M,23,,,1935-07-27,Jul,1935,27,23.0,unknown,
4901,Invalid,USA,California,Santa Barbara Channel,fishing boat exploded & sank,M,53,,,1935-07-27,Jul,1935,27,53.0,unknown,
4903,Unprovoked,CROATIA,Adriatic Sea,"Susak / Fiume (Rijeka, Istria)",Swimming,F,22,Y,15h00,1935-07-01,Jul,1935,01,22.0,Y,
4904,Unprovoked,USA,New Jersey,50 miles offshore,"Fishing for bluefish, shark leapt into dory",M,31,N,,1935-06-18,Jun,1935,18,31.0,N,
4908,Provoked,SOUTH AFRICA,KwaZulu-Natal,"North Pier, Durban",Put foot inside a landed & supposedly dead shark,M,,N,,1935-05-19,May,1935,19,,N,White
4909,Unprovoked,AUSTRALIA,Torres Strait,On edge of reef near Warrior Island,Pearl diving,M,,N,,1935-05-12,May,1935,12,,N,
4910,Invalid,AUSTRALIA,New South Wales,Coogee,"Disappeared 11 days earlier, probable homicide victim",M,40,,,1935-04-25,Apr,1935,25,40.0,unknown,
4913,Unprovoked,AUSTRALIA,Queensland,Barrier Reef off Mackay,Diving from dinghy for trochus shell,M,,N,Afternoon,1935-03-30,Mar,1935,30,,N,
4915,Unprovoked,AUSTRALIA,Torres Strait,Three Mile Reef off Lizard Island 50 miles north of Cooktown,"Pearl diving, but standing in the water",M,,N,,1935-03-20,Mar,1935,20,,N,Tiger
4916,Provoked,AUSTRALIA,Queensland,Pimpana River,Hauling in net with shark in it,M,38,N,,1935-03-13,Mar,1935,13,38.0,N,Nose
4918,Unprovoked,AUSTRALIA,New South Wales,Maroubra Beach,Swimming,M,27,Y,12h30,1935-03-09,Mar,1935,09,27.0,Y,White
4919,Unprovoked,AUSTRALIA,New South Wales,North Narrabeen Beach,Standing,M,22,Y,17h30,1935-03-02,Mar,1935,02,22.0,Y,White
4920,Unprovoked,AUSTRALIA,New South Wales,Austinmer,Surfing (pneumatic surfboard),M,20,N,17h30,1935-02-14,Feb,1935,14,20.0,N,
4921,Unprovoked,AUSTRALIA,New South Wales,"Off Ben Buckler, near Sydney",Fishing,M,,N,,1935-01-24,Jan,1935,24,,N,Tiger
4925,Unprovoked,AUSTRALIA,New South Wales,Georges River at Kentucky,Splashing,F,13,N,20h15,1934-12-31,Dec,1934,31,13.0,N,Tiger
4926,Unprovoked,AUSTRALIA,New South Wales," St. Georges River at Moorebank, near Milperra Bridge",Swimming (lead swimmer in race),M,19,Y,16h30,1934-12-31,Dec,1934,31,19.0,Y,
4927,Unprovoked,AUSTRALIA,New South Wales,Woy Woy  on the Brisbane Waters,Taken as he dived into the water,M,14,Y,13h00,1934-12-23,Dec,1934,23,14.0,Y,
4928,Unprovoked,AUSTRALIA,New South Wales,Woy Woy on the Brisbane Waters,Swimming & splashing,M,12,N,13h00,1934-10-23,Oct,1934,23,12.0,N,
4929,Unprovoked,AUSTRALIA,Northern Territory,"Redcliff, Cobourg Peninsula",Bathing,F,38,Y,,1934-10-09,Oct,1934,09,38.0,Y,
4930,Provoked,BERMUDA,Hamilton,Hamilton Parish,Fishing,M,,N,Night,1934-10-08,Oct,1934,08,,N,
4932,Provoked,BERMUDA,Hamilton,Nine miles off Frasconi Flats,Fishing,M,,N,,1934-09-08,Sep,1934,08,,N,
4936,Unprovoked,CROATIA,Adriatic Sea,"Susak (Rijeka, Istria)",Swimming,F,18,Y,,1934-08-21,Agu,1934,21,18.0,Y,White
4937,Unprovoked,USA,Georgia,"Thunderbolt, Chatham County",Swimming,M,11,N,,1934-08-05,Agu,1934,05,11.0,N,
4938,Boating,AUSTRALIA,New South Wales,Cronulla,Fishing,unknown,,N,,1934-07-11,Jul,1934,11,,N,
4939,Provoked,AUSTRALIA,New South Wales,Off Mooloolabah,Fishing,M,,N,Night,1934-06-21,Jun,1934,21,,N,Nosed
4940,Unprovoked,USA,Florida,"Melbourne, Brevard County",Standing,M,8,Y,,1934-06-20,Jun,1934,20,8.0,Y,
4941,Unprovoked,AUSTRALIA,Queensland,"Elephant Rock, Currumbin near Southport",Body surfing,M,34,N,09h30,1934-04-15,Apr,1934,15,34.0,N,
4942,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Grannys Pool, Winkelspruit",Swimming,M,,Y,15h30,1934-04-01,Apr,1934,01,,Y,
4943,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Danger Pool, Winkelspruit",Swimming ,M,12,N,12h00,1934-04-01,Apr,1934,01,12.0,N,
4944,Unprovoked,AUSTRALIA,New South Wales,North Steyne,Swimming in waist-deep water ,M,15,Y,12h30,1934-04-01,Apr,1934,01,15.0,Y,
4945,Unprovoked,AUSTRALIA,New South Wales,"Dee Why, north of Queenscliff ",Swimming in hip-deep water,M,17,Y,15h00,1934-03-12,Mar,1934,12,17.0,Y,
4947,Unprovoked,AUSTRALIA,Torres Strait,Adolphus Channel,Splashing in water ,M,,N,12h00,1934-02-24,Feb,1934,24,,N,Tiger
4950,Unprovoked,AUSTRALIA,New South Wales,"Lambeth Street Wharf, Georges River, East Hills (20 miles from river mouth)",Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,M,15,N,,1934-01-27,Jan,1934,27,15.0,N,
4951,Unprovoked,AUSTRALIA,New South Wales,Queenscliff,Swimming on sandbar adjacent to channel,M,22,N,15h30,1934-01-07,Jan,1934,07,22.0,N,
4952,Unprovoked,AUSTRALIA,Torres Strait,Near Boydong Cay,Free diving for trochus ,M,,Y,,1933-11-20,Nov,1933,20,,Y,Tiger
4953,Unprovoked,AUSTRALIA,Queensland,Near Barrow Point,Pearl diving,M,17,N,,1933-11-18,Nov,1933,18,17.0,N,Tiger
4956,Provoked,USA,California,"Hermosa Beach, Los Angeles County","Fishing, caught a 15' shark & took it onboard",M,,N,,1933-08-28,Agu,1933,28,,N,Blue
4959,Unprovoked,USA,California,"San Diego, San Diego County",,M,50,N,,,,,,50.0,N,Tiger
4961,Unprovoked,USA,South Carolina,North end of Morris Island at mouth of Charleston Harbor,Sitting in 3' of water,M,15,N,,1933-06-21,Jun,1933,21,15.0,N,Lemon
4965,Provoked,AUSTRALIA,Queensland,Off Stradbroke Island,Fishing,M,,N,,1933-05-23,May,1933,23,,N,
4968,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Swimming,M,24,Y,,1933-04-10,Apr,1933,10,24.0,Y,Bull
4969,Unprovoked,AUSTRALIA,New South Wales,Sydney,Standing on his hands,M,,N,,1933-02-26,Feb,1933,26,,N,
4970,Unprovoked,AUSTRALIA,Torres Strait,"Barrow Point, 100 miles north of Cooktown, Queensland",Diving for trochus  from dinghy when seized by shark 6' below the surface,M,,N,,,,,,,N,
4972,Provoked,AUSTRALIA,South Australia,"Port River, Adelaide",Fishing,M,,N,,1933-02-12,Feb,1933,12,,N,Blue
4973,Unprovoked,AUSTRALIA,Queensland,"Strand Beach, Kissing Point, Townsville",Swimming,M,38,Y,17h30,1933-01-04,Jan,1933,04,38.0,Y,
4977,Unprovoked,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle",Swimming,M,24,N,11h00,1932-10-31,Oct,1932,31,24.0,N,Nurse
4978,Unprovoked,CAPE VERDE,Barlavento Islands,São Vicente ,Swimming,M,27,Y,,1932-10-11,Oct,1932,11,27.0,Y,
4982,Provoked,USA,New Jersey,"Offshore, between Mantoloking & Point Pleasant, Ocean County",Fishing,M,,N,,1932-08-10,Agu,1932,10,,N,
4984,Provoked,BAHAMAS,New Providence District,"Nassau, New Providence Island",On expedition filming a feature movie & standing on tripod,M,18,N,,1932-08-06,Agu,1932,06,18.0,N,
4986,Boating,CANADA,Bay of Fundy,16 km west of Digby Gut,"Fishing, hauling in fishing gear",M,,N,,1932-07-02,Jul,1932,02,,N,White
4987,Provoked,USA,New Jersey,"10 miles offshore from Sea Isle City, Cape May County",Fishing,M,32,N,,1932-06-28,Jun,1932,28,32.0,N,Dog
4997,Unprovoked,AUSTRALIA,Queensland,Ipswich,Swimming,M,,N,Afternoon,1932-01-27,Jan,1932,27,,N,Small
4999,Provoked,MEXICO,Baja California,Descano Point,Fishing,M,36 & 23,Y,,1932-01-06,Jan,1932,06,,Y,
5000,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Kowie River Mouth, Port Alfred",Collecting fish by lamplight in gully,M,23,N,After dusk,1932-01-01,Jan,1932,01,23.0,N,Raggedtooth
5001,Unprovoked,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,Diving for trochus from lugger,M,45,N,,1931-11-26,Nov,1931,26,45.0,N,
5002,Unprovoked,JAMAICA,,"East Beach, Kingsston",Diving off wharf,M,Teen,Y,12h00,1931-09-27,Sep,1931,27,,Y,
5004,Unprovoked,USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",Swimming ,F,20,N,,1931-09-21,Sep,1931,21,20.0,N,Hammerhead
5006,Unprovoked,CUBA,Havana Province,"Vedado Baths, Miramar, Havana",Swimming,M,18,Y,FATAL  (Wire netting installed at local beaches after this incident.),1931-08-31,Agu,1931,31,18.0,Y,
5009,Unprovoked,CUBA,Havana Province,"Miramar subdivision, Havana",Swimming a quarter mile offshore,M,23,Y,,1931-08-25,Agu,1931,25,23.0,Y,
5014,Unprovoked,FIJI,Viti Levu Island,Tamavua River,Swimming,M,,N,,,,,,,N,Small
5017,Provoked,USA,Hawaii,"Pearl Harbor, O'ahu",Gaffing & attempting to bring onboard a harpooned shark,M,,N,,1931-06-13,Jun,1931,13,,N,Tiger
5018,Unprovoked,USA,Florida,"Key West, Monroe County ",Crabbing,M,,N,,,,,,,N,
5021,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Fishing with a cast net,M,19,Y,,1931-03-22,Mar,1931,22,19.0,Y,
5023,Provoked,AUSTRALIA,South Australia,Encounter Bay,"Fishing, hauling in net, shark in net",M,,N,,1931-03-06,Mar,1931,06,,N,Cocktail
